Content_type,Router1_type_req,Router2_type_req,Router3_type_req,Router4_type_req,Router5_type_req,Router6_type_req,Router1_total_req,Router2_total_req,Router3_total_req,Router4_total_req,Router5_total_req,Router6_total_req,Request_at_allnode,Popularity
4669,1799,1582,1045,1405,1098,372,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
4670,7,3,54,5,559,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4671,1413,1179,464,610,1447,17,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4672,547,375,510,1,116,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4673,1114,883,122,235,2176,1039,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4674,1249,1014,259,378,417,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4675,1183,950,188,303,121,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4676,131,70,829,240,2224,1081,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4677,707,510,888,18,1444,17,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4678,60,29,415,77,390,144,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4679,1517,1285,608,788,2219,45,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4680,1938,1732,1278,1782,1963,868,5448787,4304350,4227702,4005980,7914636,1689532,27590987,8
4681,20,9,151,17,1397,16,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4682,112,59,720,189,1710,692,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4683,657,467,767,10,962,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4684,240,141,1,598,1394,16,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4685,238,140,1,590,1360,15,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4686,559,385,537,2,185,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4687,995,770,34,139,1160,398,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4688,547,375,511,1,119,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4689,266,160,17,701,1849,29,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4690,1175,943,181,295,94,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4691,113,59,723,190,1727,703,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4692,71,35,479,97,644,211,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4693,120,63,764,209,1918,835,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4694,782,576,1075,37,2224,45,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4695,1708,1485,899,1186,610,202,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4696,1352,1117,384,516,1030,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4697,69,34,470,94,608,201,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4698,1559,1329,670,868,33,64,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4699,1754,1534,972,1294,848,277,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4700,1035,808,60,168,1486,559,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4701,84,43,560,125,987,327,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4702,1072,843,87,198,1805,755,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4703,767,563,1038,33,2066,38,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4704,568,393,559,2,248,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4705,17,8,128,14,1212,12,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4706,1848,1635,1127,1534,1394,510,5448787,4304350,4227702,4005980,7914636,1689532,27590987,6
4707,1001,776,38,144,1210,421,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4708,17,8,130,14,1229,12,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4709,208,119,1237,479,860,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4710,501,338,410,1877,2182,1044,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4711,1135,903,141,254,2365,1210,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4712,1553,1322,660,855,20,61,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4713,519,352,449,1,4,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4714,1017,791,48,155,1341,483,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4715,570,394,564,2,261,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4716,542,371,499,1,93,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4717,28,13,203,26,1822,28,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4718,277,168,27,747,2043,37,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4719,4,2,24,2,262,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4720,1768,1549,995,1328,924,304,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4721,909,691,1,88,536,181,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4722,1368,1133,403,539,1132,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4723,1506,1273,592,768,2133,41,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4724,1462,1229,530,690,1801,27,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4725,1509,1277,596,773,2156,42,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4726,702,505,875,17,1389,16,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4727,1763,1544,987,1317,899,294,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4728,972,748,22,124,981,325,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4729,538,367,490,1,71,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4730,657,467,767,10,964,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4731,1383,1149,424,563,1239,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4732,971,748,22,124,979,324,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4733,1889,1679,1195,1644,1646,652,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
4734,470,313,345,1697,1768,730,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4735,129,69,817,234,2168,1032,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4736,2,1,11,1,124,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4737,515,349,440,1958,2365,1211,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
4738,76,38,510,107,773,252,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4739,506,341,420,1904,2243,1098,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4740,60,29,411,76,378,141,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4741,1129,898,136,249,2314,1163,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4742,354,224,129,1092,413,149,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4743,274,165,24,732,1979,34,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4744,143,77,891,271,25,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4745,1746,1525,959,1275,806,262,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4746,506,342,420,1905,2245,1100,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4747,855,641,1260,63,214,103,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4748,1788,1570,1027,1378,1036,347,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
4749,284,172,34,774,2161,42,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4750,682,489,828,14,1200,12,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4751,535,366,485,1,62,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4752,1345,1110,374,506,982,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4753,1970,1767,1335,1877,2181,1043,5448787,4304350,4227702,4005980,7914636,1689532,27590987,9
4754,604,423,642,5,511,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4755,1815,1599,1072,1447,1193,413,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
4756,29,13,213,28,1897,31,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4757,880,664,1327,74,356,135,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4758,144,78,896,274,32,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4759,116,61,743,199,1821,766,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4760,11,5,79,8,784,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4761,835,623,1210,55,121,84,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4762,1337,1102,365,495,935,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4763,411,267,228,1374,1028,343,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4764,1819,1603,1078,1457,1217,424,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
4765,1615,1387,754,981,202,101,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4766,498,336,404,1861,2144,1012,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4767,215,124,1275,505,979,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4768,1103,872,112,224,2073,953,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4769,1383,1149,424,563,1239,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4770,646,458,740,9,862,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4771,1611,1382,747,971,185,97,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4772,737,536,963,25,1751,26,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4773,350,220,122,1070,370,139,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4774,94,48,619,147,1251,439,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4775,112,59,719,189,1709,692,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4776,328,204,90,970,182,97,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4777,364,231,145,1139,510,174,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4778,1526,1294,621,805,2289,48,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4779,670,478,799,12,1085,10,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4780,1216,983,223,340,259,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4781,617,433,671,6,610,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4782,836,624,1213,56,126,85,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4783,468,311,341,1687,1745,715,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4784,568,392,558,2,243,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4785,13,6,98,10,952,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4786,1097,867,108,220,2027,917,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4787,1240,1005,249,368,371,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4788,313,193,68,899,72,73,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4789,7,3,51,5,532,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4790,619,434,675,6,625,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4791,1380,1145,419,557,1213,12,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4792,1506,1273,592,767,2131,41,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4793,1525,1293,619,803,2281,48,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4794,691,496,849,15,1282,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4795,284,172,33,773,2157,42,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4796,65,32,441,85,493,169,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4797,1354,1119,386,520,1044,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4798,784,578,1081,38,2250,46,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4799,870,655,1299,69,296,121,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4800,1067,838,83,193,1759,724,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4801,422,275,249,1432,1160,398,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4802,91,46,600,140,1165,401,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4803,25,11,184,23,1669,23,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4804,1036,809,61,169,1499,566,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4805,1356,1121,389,522,1057,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4806,1216,983,223,340,259,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4807,526,357,463,1,23,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4808,152,83,942,298,104,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4809,844,631,1233,59,162,92,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4810,206,119,1231,474,841,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4811,1526,1294,620,804,2286,48,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4812,754,551,1006,29,1932,32,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4813,1703,1479,890,1173,582,194,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4814,18,8,136,15,1279,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4815,253,150,7,647,1614,21,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4816,930,710,6,100,679,222,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4817,205,117,1222,468,813,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4818,998,773,36,142,1189,411,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4819,66,32,450,88,527,178,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4820,1550,1320,657,851,16,60,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4821,1704,1480,891,1175,587,195,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4822,1917,1709,1243,1723,1829,771,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
4823,190,108,1144,417,586,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4824,1747,1526,960,1277,809,263,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4825,770,565,1044,33,2093,39,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4826,20,9,150,17,1393,16,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4827,498,335,403,1857,2135,1005,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4828,8,4,55,5,573,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4829,110,57,708,184,1657,659,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4830,412,267,230,1380,1041,349,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4831,1371,1136,408,545,1156,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4832,1831,1616,1099,1489,1290,458,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
4833,642,454,730,8,824,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4834,174,97,1059,365,360,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4835,1725,1502,925,1224,692,226,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4836,98,50,639,155,1337,481,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4837,49,23,342,57,143,88,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4838,108,56,697,179,1605,627,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4839,783,577,1078,37,2239,46,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4840,1590,1361,716,930,117,83,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4841,1200,967,206,322,189,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4842,779,573,1068,36,2196,44,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4843,230,134,1349,558,1215,12,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4844,345,217,114,1045,321,127,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4845,1507,1275,594,770,2144,41,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4846,16,7,123,13,1165,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4847,22,10,166,20,1520,19,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4848,1100,870,110,222,2050,935,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4849,50,24,352,60,173,95,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4850,678,485,818,13,1161,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4851,1784,1566,1021,1368,1013,338,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
4852,7,3,49,5,513,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4853,17,8,124,14,1177,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4854,253,150,7,647,1610,21,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4855,7,3,54,5,557,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4856,607,425,649,5,533,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4857,764,560,1029,32,2031,36,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4858,1747,1526,961,1277,810,264,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4859,26,12,193,25,1736,25,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4860,1715,1492,909,1200,641,210,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4861,1300,1065,319,444,705,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4862,1719,1496,915,1210,662,217,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4863,341,214,109,1029,290,120,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4864,1037,810,61,170,1507,570,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4865,12,5,86,9,851,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4866,12,5,87,9,854,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4867,457,303,319,1625,1603,626,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
4868,6,3,42,4,446,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4869,494,332,396,1837,2091,968,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4870,286,174,36,782,2195,44,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4871,1754,1534,972,1294,847,276,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
4872,1902,1693,1218,1681,1732,706,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
4873,219,127,1295,519,1040,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4874,793,585,1103,40,2345,52,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4875,1265,1031,278,399,504,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4876,826,615,1187,52,84,76,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4877,563,388,546,2,211,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4878,1900,1691,1214,1675,1718,697,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
4879,879,663,1324,74,351,134,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4880,115,60,737,196,1789,744,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4881,725,526,934,22,1631,22,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4882,84,42,556,123,971,321,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4883,1548,1317,653,846,12,58,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
4884,106,55,688,175,1562,602,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4885,523,356,458,1,15,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
4886,48,23,335,55,123,84,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
